"0","3"
"0.0","0.5","1.0"
"1.0","0.0","0.0"
"0.8277811765960301","0.05278763506236913","0.002492590124960725"
"0.7436448266927298","0.08319756641735199","0.004740487533830384"
"0.8725117755860405","0.03806185280416996","0.0021040631101706397"
"0.7828359597171918","0.06774571675772198","0.00361941572987301"
"0.9505607364153902","0.01418188355100267","3.8063899345253116E-4"
"0.35174518372536684","0.2768309245251493","0.1214824802192025"
"0.14056853851993714","0.42847360722452443","0.4311112505760346"
"0.4949833278600163","0.19298008261437877","0.05052685030145698"
"0.45886415149226945","0.2096875396356699","0.057501125047401014"
"0.42875861080896316","0.2249151435755368","0.06687409843685088"
"0.5837669514299197","0.1495326757377181","0.02762282652616066"
"0.6269605879205205","0.13521285902141908","0.019906759803901775"
"0.7084615956717008","0.1010686285660992","0.008463427389687306"
"0.10297291494426938","0.44867145659664065","0.5137992269385747"
"0.9064214052540295","0.028128442759517293","0.0010233480722394717"
"0.522403447306919","0.18060435161231336","0.04213902616147347"
"0.23154930809303342","0.36846676827740094","0.27833087471201656"
"0.1625989525530952","0.4176376872885582","0.4058391482424528"
"0.2515697053948204","0.37623520067515126","0.24227630825418456"
"0.07686356139877683","0.45707808910458053","0.5885554156256505"
"0.08642772550197526","0.45485648030402837","0.5500723653060549"
"0.25726675849892156","0.35320941205142947","0.24904853530377424"
"0.001696533307400757","0.49822110125548785","0.9552609375837108"
"0.5459920442927743","0.17104859098467984","0.039430050459316135"
"0.17560883096150004","0.4064535201042469","0.37211975345838966"
"0.12343962744557165","0.43789775279722615","0.4657857855884979"
"0.21399002202742257","0.3866924151769524","0.3025626305896192"
"3.0256990505105223E-5","0.5028356510055313","0.9943465568883755"
"0.40167487039833905","0.24558607952931127","0.06822894289141046"
"0.11781771573163868","0.44012537924107326","0.5055015895360285"
"0.3238578262141869","0.29946385453959745","0.13660272428683584"
"0.07171152877260852","0.4645592639007668","0.623052618844754"
"0.034653052914520324","0.47949860282800083","0.7618558220583972"
"0.07019420960693445","0.46291866312464397","0.7153389659208617"
"0.30403581515463696","0.3184306645219348","0.164388545038749"
"0.38574554410298223","0.26198696719654285","0.0862753451048166"
"0.6635544535338316","0.11806659501829865","0.023577513273804196"
"0.024052707901570353","0.4861397432450504","0.8247420640928838"
"0.03999232354646671","0.4716005730927625","0.8674726291055436"
"0.05091760302787637","0.47323057419763315","0.675040471266514"
"0.37500631318733235","0.2663518356210127","0.10098005657489195"
"0.1973248850683642","0.3987726842690453","0.32999322440474377"
"0.012506013362396597","0.4893687612439334","0.9015019598750749"
"0.2782054944153642","0.32179588792659564","0.2140573059710814"
"0.04797295078637101","0.4784809416255655","0.7876553642424455"
"0.19494522519167348","0.3949823065422068","0.34801130600004515"
"0.2846047236859442","0.327923149649524","0.19650648363760181"
"0.3443810670007765","0.2846384133515582","0.14926129338240746"
