"6","3"
"1.0","1.0","1.0","1.0","0.0","1.0","0.8164429494959621","0.057893556994138756","0.0"
"1.0","0.0","0.0","1.0","0.0","1.0","0.5229512834604179","0.4990601275320085","0.09775693871899967"
"0.0","1.0","1.0","0.0","0.0","0.0","0.29349166603554416","0.265161069213683","0.9022430612810003"
"0.0","1.0","0.0","0.0","0.0","0.0","0.1204026856331614","0.445701982762201","0.9543306905272545"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","1.0","1.0","0.0","0.0","1.0","0.3444194621483203","0.20713028169014083","0.895481808190276"
"1.0","1.0","1.0","0.0","1.0","1.0","0.5279765126523582","0.1492367246960021","0.895481808190276"
"1.0","1.0","1.0","1.0","0.0","1.0","0.8164429494959621","0.057893556994138756","0.0"
"0.0","1.0","1.0","1.0","0.0","0.0","0.7655151533831859","0.14348645631892312","0.006761253090724221"
"1.0","0.0","1.0","1.0","0.0","1.0","0.6960402638628006","0.26475368603317995","0.04566930947274559"
"0.0","0.0","0.0","1.0","0.0","1.0","0.5144441617143357","0.518798661534424","0.09872011629143648"
"0.0","1.0","1.0","1.0","0.0","1.0","0.8079358277498799","0.07763209099655413","9.631775724368149E-4"
"1.0","1.0","1.0","0.0","0.0","0.0","0.3019987877816263","0.2454225352112676","0.9012798837085635"
"0.0","0.0","1.0","1.0","0.0","0.0","0.6451124677500244","0.3140500015070327","0.05243056256346981"
"1.0","0.0","1.0","0.0","0.0","1.0","0.22401677651515897","0.38642829892793984","0.9411511176630217"
"1.0","1.0","1.0","0.0","1.0","0.0","0.4855558382856642","0.1962634502668183","0.9012798837085635"
"1.0","0.0","0.0","0.0","0.0","0.0","0.008507121746082221","0.48026146599758457","0.9990368224275632"
"0.0","1.0","1.0","1.0","0.0","0.0","0.7655151533831859","0.14348645631892312","0.006761253090724221"
"1.0","1.0","1.0","0.0","0.0","1.0","0.3444194621483203","0.20713028169014083","0.895481808190276"
"0.0","1.0","1.0","0.0","1.0","1.0","0.519469390906276","0.16897525869841748","0.8964449857627129"
"1.0","0.0","0.0","1.0","0.0","0.0","0.4805306090937239","0.46611790900344585","0.10355501423728707"
"0.0","1.0","1.0","0.0","0.0","1.0","0.3359123404022381","0.22686881569255624","0.8964449857627129"
"0.0","0.0","0.0","0.0","0.0","1.0","0.04242067436669398","0.5867077464788732","0.9942019244817126"
"1.0","0.0","0.0","0.0","0.0","0.0","0.008507121746082221","0.48026146599758457","0.9990368224275632"
"0.0","0.0","1.0","0.0","0.0","0.0","0.17308898040238274","0.381959086451482","0.9479123707537459"
"1.0","1.0","1.0","1.0","0.0","1.0","0.8164429494959621","0.057893556994138756","0.0"
"0.0","0.0","1.0","0.0","0.0","1.0","0.21550965476907674","0.40616683293035527","0.9421142952354584"
"1.0","0.0","1.0","1.0","0.0","1.0","0.6960402638628006","0.26475368603317995","0.04566930947274559"
"0.0","0.0","1.0","1.0","0.0","1.0","0.6875331421167185","0.2844922200355954","0.04663248704518241"
"0.0","0.0","0.0","1.0","0.0","1.0","0.5144441617143357","0.518798661534424","0.09872011629143648"
"0.0","1.0","0.0","0.0","0.0","1.0","0.1628233599998554","0.4699097292410742","0.948532615008967"
"0.0","0.0","0.0","1.0","0.0","1.0","0.5144441617143357","0.518798661534424","0.09872011629143648"
"1.0","1.0","0.0","1.0","0.0","0.0","0.6009332947268853","0.35805436381533634","0.05788570476454148"
"1.0","1.0","0.0","0.0","0.0","1.0","0.17133048174593762","0.4501711952386589","0.9475694374365301"
"1.0","0.0","1.0","1.0","0.0","0.0","0.6536195894961067","0.29431146750461723","0.05146738499103299"
"1.0","1.0","1.0","1.0","0.0","1.0","0.8164429494959621","0.057893556994138756","0.0"
"0.0","1.0","0.0","0.0","0.0","1.0","0.1628233599998554","0.4699097292410742","0.948532615008967"
"1.0","1.0","1.0","0.0","1.0","1.0","0.5279765126523582","0.1492367246960021","0.895481808190276"
"0.0","1.0","1.0","1.0","0.0","0.0","0.7655151533831859","0.14348645631892312","0.006761253090724221"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0509277961127762","0.5669692124764578","0.9932387469092758"
"1.0","1.0","1.0","0.0","0.0","1.0","0.3444194621483203","0.20713028169014083","0.895481808190276"
"1.0","1.0","1.0","0.0","0.0","0.0","0.3019987877816263","0.2454225352112676","0.9012798837085635"
"0.0","0.0","1.0","1.0","0.0","0.0","0.6451124677500244","0.3140500015070327","0.05243056256346981"
"1.0","0.0","0.0","1.0","0.0","0.0","0.4805306090937239","0.46611790900344585","0.10355501423728707"
"0.0","0.0","1.0","0.0","0.0","1.0","0.21550965476907674","0.40616683293035527","0.9421142952354584"
"0.0","0.0","1.0","1.0","0.0","1.0","0.6875331421167185","0.2844922200355954","0.04663248704518241"
"0.0","0.0","0.0","0.0","0.0","1.0","0.04242067436669398","0.5867077464788732","0.9942019244817126"
"1.0","1.0","1.0","0.0","1.0","1.0","0.5279765126523582","0.1492367246960021","0.895481808190276"
