"3","3"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","0.0","0.0","0.0","0.5","1.0"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","0.0","0.0","0.43326949974584333","0.3291885580852306","0.8823135494431905"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","1.0","1.0","1.0","0.0","0.0"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"1.0","0.0","0.0","0.43326949974584333","0.3291885580852306","0.8823135494431905"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"0.0","0.0","0.0","0.0","0.5","1.0"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"1.0","0.0","0.0","0.43326949974584333","0.3291885580852306","0.8823135494431905"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","0.0","0.0","0.0","0.5","1.0"
"1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"1.0","0.0","0.0","0.43326949974584333","0.3291885580852306","0.8823135494431905"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","1.0","1.0","1.0","0.0","0.0"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","0.0","0.0","0.43326949974584333","0.3291885580852306","0.8823135494431905"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"1.0","1.0","1.0","1.0","0.0","0.0"
"0.0","0.0","1.0","0.2831580952892197","0.33540572095738475","0.11768645055680944"
"1.0","1.0","1.0","1.0","0.0","0.0"
"0.0","1.0","1.0","0.5667305002541567","0.1708114419147694","0.11768645055680944"
"0.0","0.0","0.0","0.0","0.5","1.0"
"1.0","0.0","1.0","0.716427595035063","0.1645942790426153","0.0"
"0.0","0.0","0.0","0.0","0.5","1.0"
