"7","3"
"1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.7553443748774992","0.126085537720324","0.01469347520943838"
"1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.42243023663050044","0.21761094795109615","0.45647212059086456"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.32572342347907285","0.26579939756222853","0.4646421044304297"
"1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.1848871349848966","0.29704173332842615","0.488041507521229"
"1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.47367223545014614","0.20124870761495076","0.45811861306055646"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.0"
"1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.47367223545014614","0.20124870761495076","0.45811861306055646"
"1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.8067841691069819","0.10874343524064572","0.014475259829108116"
"1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.8520511880289268","0.07171382010000113","0.006523491369873218"
"0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.16898885850859757","0.27406747247370616","0.9686443380616961"
"1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.9485602057705173","0.018321964623211198","2.1821538033026607E-4"
"1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.47367223545014614","0.20124870761495076","0.45811861306055646"
"0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.16918665391843463","0.27406747247370616","0.966779630211674"
"1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.2815939481363242","0.25807750320641387","0.4798715236816638"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.1334473407554138","0.31242411152103866","0.4882597229015593"
"1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.22995635849700438","0.2744397435425593","0.4819544469120163"
"1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.7112148995347506","0.1688772262811197","0.02992289446067252"
"1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.28139615272648716","0.25807750320641387","0.481736231531686"
"0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.11754906427911481","0.2884699885227857","0.9688625534420263"
"1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.7110171041249134","0.1688772262811197","0.03178760231069473"
"1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.6597751053052678","0.1783804316125347","0.030141109841002788"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.02104004653752426","0.29878169803390464","0.9751678294315693"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.02104004653752426","0.29878169803390464","0.9751678294315693"
"1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.8520511880289268","0.07171382010000113","0.006523491369873218"
"1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.47367223545014614","0.20124870761495076","0.45811861306055646"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.1334473407554138","0.31242411152103866","0.4882597229015593"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.0"
"1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.8520511880289268","0.07171382010000113","0.006523491369873218"
"1.0","0.0","0.0","1.0","1.0","1.0","1.0","0.47387003085998325","0.20124870761495076","0.45625390521053427"
"1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.37810296587791475","0.24874565583882788","0.47356624769212086"
"1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.22995635849700438","0.2744397435425593","0.4819544469120163"
"1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.22995635849700438","0.2744397435425593","0.4819544469120163"
"0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.3612649412322566","0.2559939140764585","0.9450267195905665"
"1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.5703790486015737","0.16522406392353722","0.4499486292209913"
"1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.3771632177085556","0.24943715722608317","0.4644238890500994"
"1.0","0.0","0.0","1.0","1.0","1.0","1.0","0.47387003085998325","0.20124870761495076","0.45625390521053427"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.1334473407554138","0.31242411152103866","0.4882597229015593"
"0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.11774685968895186","0.2884699885227857","0.9669978455920042"
"1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.28139615272648716","0.25807750320641387","0.481736231531686"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.02104004653752426","0.29878169803390464","0.9751678294315693"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.5630682921538401","0.21900029087361983","0.03831109368056795"
"1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.8518533926190897","0.07171382010000113","0.008388199219895427"
"0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.16918665391843463","0.27406747247370616","0.966779630211674"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.02104004653752426","0.29878169803390464","0.9751678294315693"
"1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.7553443748774992","0.126085537720324","0.01469347520943838"
"1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.23015415390684144","0.2744397435425593","0.4800897390619941"
