sir,aeropuertoLlegada,aeropuertoSalida,entrada.airportName,salida.airportName
1.5703698658519292,MAD,ACE,Adolfo Suárez Madrid–Barajas Airport,Lanzarote Airport
1.755638220811988,MAD,ACE,Adolfo Suárez Madrid–Barajas Airport,Lanzarote Airport
0.8758704510739032,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
0.874603728847714,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
0.6841683553275054,MAD,AGP,Adolfo Suárez Madrid–Barajas Airport,Málaga Airport
0.874603728847714,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
0.8758704510739032,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
0.8758704510739032,MAD,ALC,Adolfo Suárez Madrid–Barajas Airport,Alicante International Airport
0.5297052177746764,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
0.6276653872799796,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
0.5395101362575105,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
0.5402993221301698,MAD,AMS,Adolfo Suárez Madrid–Barajas Airport,Amsterdam Airport Schiphol
0.871667865130324,MAD,ARN,Adolfo Suárez Madrid–Barajas Airport,Stockholm-Arlanda Airport
1.5686240361614203,MAD,AUH,Adolfo Suárez Madrid–Barajas Airport,Abu Dhabi International Airport
1.6203603344867208,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
1.4451862442719405,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
1.4451862442719405,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
1.3138056766108548,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
1.5590494029115478,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
1.3138056766108548,MAD,BCN,Adolfo Suárez Madrid–Barajas Airport,Barcelona International Airport
0.5095878933300846,MAD,BEY,Adolfo Suárez Madrid–Barajas Airport,Beirut Rafic Hariri International Airport
0.5248991974235604,MAD,BGY,Adolfo Suárez Madrid–Barajas Airport,Milan Bergamo Airport
1.618016898368271,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
1.4430961525987285,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
1.556794637348931,MAD,BIO,Adolfo Suárez Madrid–Barajas Airport,Bilbao Airport
0.29488718956379806,MAD,BLQ,Adolfo Suárez Madrid–Barajas Airport,Bologna Guglielmo Marconi Airport
0.9071148904096611,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
0.9071148904096611,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
1.0720448704841448,MAD,BRU,Adolfo Suárez Madrid–Barajas Airport,Brussels Airport
1.048688850257168,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
0.5686788410765056,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
0.5678489844187284,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
0.7704681072649429,MAD,CDG,Adolfo Suárez Madrid–Barajas Airport,Charles de Gaulle International Airport
0.45052864185297187,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
0.35070982502559117,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
0.33100702586685016,MAD,CGN,Adolfo Suárez Madrid–Barajas Airport,Cologne Bonn Airport
